 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, rowcost
Db aeolian (5b), 1, 1, 3, 6, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 6, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 3, 3, 3, 3, 2, 3, 4, 5, 2, 1, 2, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 3, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 6, 1,  , 6, 5, 7, 2, 2, 195
B aeolian (5#), 0, 2, 2, 5, 1, 1, 2, 1, 3, 0, 0, 2, 1, 2, 2, 5, 1, 1, 2, 1, 3, 0, 0, 2, 1, 1, 3, 0, 2, 5, 5, 3, 3, 3, 4, 1, 2, 4, 4, 2, 0, 0, 5, 4, 3, 2, 4, 1, 0, 1, 1, 2, 1, 2, 1, 1, 4, 6, 2, 4, 1, 0, 3, 2, 1, 1, 5, 0,  , 9, 6, 5, 4, 1, 164
Db locrian (5b), 1, 4, 2, 5, 1, 2, 5, 1, 6, 2, 2, 5, 5, 4, 2, 5, 1, 2, 5, 1, 6, 2, 2, 5, 5, 3, 1, 2, 3, 4, 5, 3, 2, 4, 4, 4, 5, 5, 4, 3, 1, 3, 5, 7, 5, 0, 6, 2, 3, 3, 1, 4, 0, 4, 3, 2, 6, 5, 3, 3, 1, 1, 4, 5, 1, 1, 5, 2,  , 6, 7, 10, 4, 4, 250
B locrian (5#), 1, 5, 2, 8, 3, 3, 5, 2, 5, 2, 2, 3, 4, 5, 2, 8, 3, 3, 5, 2, 5, 2, 2, 3, 4, 4, 4, 1, 5, 5, 5, 5, 3, 7, 5, 5, 5, 5, 7, 2, 1, 1, 6, 5, 5, 1, 2, 2, 2, 4, 2, 5, 1, 7, 3, 2, 5, 6, 6, 5, 2, 1, 4, 3, 2, 1, 6, 1,  , 8, 7, 12, 9, 5, 289
Gb major (6b), 1, 6, 1, 4, 1, 2, 3, 1, 6, 3, 3, 3, 3, 6, 1, 4, 1, 2, 3, 1, 6, 3, 3, 3, 3, 4, 3, 1, 4, 4, 5, 2, 2, 5, 7, 4, 5, 5, 3, 2, 1, 2, 3, 5, 3, 1, 2, 2, 2, 2, 2, 5, 1, 5, 3, 2, 5, 4, 4, 3, 1, 1, 2, 3, 2, 0, 2, 1,  , 8, 8, 12, 7, 4, 237
F# major (6#), 1, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 1, 3, 0, 1, 4, 5, 3, 3, 4, 4, 1, 2, 3, 3, 1, 1, 4, 4, 3, 3, 0, 4, 0, 1, 2, 2, 2, 0, 2, 2, 0, 2, 3, 2, 4, 1, 1, 3, 2, 1, 2, 4, 0,  , 7, 7, 6, 3, 1, 166
Eb minor (6b), 1, 3, 4, 6, 2, 1, 4, 0, 5, 2, 2, 2, 1, 3, 4, 6, 2, 1, 4, 0, 5, 2, 2, 2, 1, 1, 4, 0, 3, 5, 6, 3, 2, 5, 4, 1, 3, 3, 5, 0, 1, 2, 4, 3, 4, 0, 3, 0, 1, 3, 2, 3, 0, 3, 4, 1, 3, 4, 4, 5, 2, 1, 3, 2, 1, 2, 4, 0,  , 6, 5, 6, 7, 1, 200
D# minor (6#), 1, 2, 3, 7, 3, 2, 5, 1, 5, 2, 2, 3, 2, 2, 3, 7, 3, 2, 5, 1, 5, 2, 2, 3, 2, 1, 3, 1, 4, 4, 5, 4, 2, 4, 3, 2, 4, 4, 6, 1, 1, 2, 5, 4, 5, 0, 4, 1, 2, 4, 2, 4, 0, 4, 4, 2, 4, 5, 5, 4, 2, 1, 4, 3, 1, 2, 5, 1,  , 5, 4, 7, 6, 2, 228
Eb minor mel (6b), 1, 2, 4, 5, 2, 2, 4, 1, 3, 1, 1, 3, 4, 2, 4, 5, 2, 2, 4, 1, 3, 1, 1, 3, 4, 1, 3, 1, 3, 4, 5, 4, 3, 5, 4, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 1, 5, 1, 2, 3, 3, 3, 0, 3, 2, 2, 3, 5, 3, 4, 1, 1, 4, 3, 1, 2, 5, 1,  , 9, 7, 8, 4, 2, 219
D# minor mel (6#), 1, 2, 4, 6, 2, 2, 5, 1, 6, 1, 1, 4, 3, 2, 4, 6, 2, 2, 5, 1, 6, 1, 1, 4, 3, 1, 3, 1, 4, 6, 5, 4, 3, 5, 4, 2, 4, 5, 5, 2, 1, 2, 6, 5, 6, 1, 5, 1, 2, 4, 3, 3, 0, 3, 3, 2, 5, 7, 4, 5, 2, 1, 5, 4, 1, 2, 6, 1,  , 9, 6, 7, 7, 2, 250
Gb major blues (6b), 1, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 4, 3, 3, 3, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 2, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 5, 1,  , 6, 6, 7, 2, 2, 194
F# major blues (6#), 0, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 4, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 3, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 3, 0, 122
Eb minor blues (6b), 1, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 4, 3, 3, 3, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 2, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 5, 1,  , 6, 6, 7, 2, 2, 194
D# minor blues (6#), 0, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 4, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 3, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 3, 0, 122
Gb dorian (6b), 1, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 1, 3, 0, 1, 4, 5, 3, 3, 4, 4, 1, 2, 3, 3, 1, 1, 4, 4, 3, 3, 0, 4, 0, 1, 2, 2, 2, 0, 2, 2, 0, 2, 3, 2, 4, 1, 1, 3, 2, 1, 2, 4, 0,  , 7, 7, 6, 3, 1, 166
F# dorian (6#), 0, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 0, 1, 0, 2, 2, 3, 2, 1, 4, 2, 0, 0, 2, 1, 1, 0, 3, 2, 2, 1, 1, 3, 0, 0, 0, 2, 1, 0, 0, 1, 1, 1, 3, 0, 2, 0, 0, 1, 1, 0, 1, 2, 0,  , 9, 5, 6, 4, 0, 95
Gb phrygian (6b), 0, 2, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 2, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 3, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 2, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 2, 0, 121
F# phrygian (6#), 1, 1, 3, 6, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 6, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 3, 3, 3, 3, 2, 3, 4, 5, 2, 1, 2, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 3, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 6, 1,  , 6, 5, 7, 2, 2, 195
Gb lydian (6b), 0, 7, 0, 3, 2, 0, 4, 2, 9, 4, 4, 4, 3, 7, 0, 3, 2, 0, 4, 2, 9, 4, 4, 4, 3, 3, 2, 2, 6, 4, 5, 4, 0, 6, 8, 3, 5, 7, 2, 2, 0, 2, 2, 9, 4, 2, 3, 2, 2, 2, 1, 5, 0, 5, 2, 7, 7, 6, 4, 5, 2, 0, 2, 5, 0, 0, 0, 2,  , 11, 9, 15, 9, 6, 274
F# lydian (6#), 0, 4, 0, 2, 1, 0, 2, 1, 6, 2, 2, 2, 2, 4, 0, 2, 1, 0, 2, 1, 6, 2, 2, 2, 2, 2, 1, 1, 4, 2, 3, 2, 0, 4, 5, 2, 3, 5, 1, 1, 0, 1, 1, 5, 2, 2, 2, 1, 1, 1, 1, 3, 0, 3, 1, 4, 4, 4, 2, 3, 1, 0, 1, 3, 0, 0, 0, 1,  , 8, 6, 10, 6, 4, 165
Gb mixolydian (6b), 0, 8, 0, 5, 3, 2, 5, 4, 8, 4, 4, 5, 4, 8, 0, 5, 3, 2, 5, 4, 8, 4, 4, 5, 4, 4, 3, 3, 7, 5, 7, 6, 1, 7, 8, 5, 7, 7, 4, 4, 0, 2, 4, 11, 5, 1, 4, 4, 3, 3, 0, 7, 1, 7, 3, 7, 9, 6, 6, 7, 2, 0, 3, 6, 1, 0, 2, 3,  , 11, 9, 17, 11, 8, 345
F# mixolydian (6#), 0, 5, 0, 4, 2, 2, 3, 3, 5, 2, 2, 3, 3, 5, 0, 4, 2, 2, 3, 3, 5, 2, 2, 3, 3, 3, 2, 2, 5, 3, 5, 4, 1, 5, 5, 4, 5, 5, 3, 3, 0, 1, 3, 7, 3, 1, 3, 3, 2, 2, 0, 5, 1, 5, 2, 4, 6, 4, 4, 5, 1, 0, 2, 4, 1, 0, 2, 2,  , 8, 6, 12, 8, 6, 236
Gb aeolian (6b), 0, 8, 0, 4, 2, 1, 4, 3, 8, 4, 4, 4, 3, 8, 0, 4, 2, 1, 4, 3, 8, 4, 4, 4, 3, 4, 3, 2, 6, 5, 6, 5, 1, 6, 9, 4, 6, 6, 3, 3, 0, 2, 3, 10, 4, 1, 3, 3, 2, 2, 1, 6, 1, 6, 3, 6, 8, 5, 5, 6, 2, 0, 2, 5, 1, 0, 1, 2,  , 12, 10, 16, 10, 7, 304
F# aeolian (6#), 0, 5, 0, 3, 1, 1, 2, 2, 5, 2, 2, 2, 2, 5, 0, 3, 1, 1, 2, 2, 5, 2, 2, 2, 2, 3, 2, 1, 4, 3, 4, 3, 1, 4, 6, 3, 4, 4, 2, 2, 0, 1, 2, 6, 2, 1, 2, 2, 1, 1, 1, 4, 1, 4, 2, 3, 5, 3, 3, 4, 1, 0, 1, 3, 1, 0, 1, 1,  , 9, 7, 11, 7, 5, 195
Gb locrian (6b), 1, 9, 1, 6, 3, 3, 6, 2, 9, 5, 5, 6, 5, 9, 1, 6, 3, 3, 6, 2, 9, 5, 5, 6, 5, 5, 4, 3, 7, 6, 8, 4, 2, 8, 9, 6, 8, 8, 5, 4, 1, 3, 5, 9, 6, 1, 4, 4, 4, 4, 1, 8, 1, 8, 4, 5, 9, 7, 7, 5, 2, 1, 4, 6, 2, 0, 3, 3,  , 9, 10, 18, 11, 6, 379
F# locrian (6#), 1, 6, 1, 5, 2, 3, 4, 2, 6, 3, 3, 4, 4, 6, 1, 5, 2, 3, 4, 2, 6, 3, 3, 4, 4, 4, 3, 2, 5, 4, 6, 3, 2, 6, 6, 5, 6, 6, 4, 3, 1, 2, 4, 6, 4, 1, 3, 3, 3, 3, 1, 6, 1, 6, 3, 3, 6, 5, 5, 4, 1, 1, 3, 4, 2, 0, 3, 2,  , 7, 7, 13, 8, 5, 278
Cb major (7b), 0, 9, 0, 9, 3, 3, 5, 5, 8, 4, 4, 5, 4, 9, 0, 9, 3, 3, 5, 5, 8, 4, 4, 5, 4, 5, 4, 3, 7, 6, 8, 8, 2, 7, 9, 6, 8, 7, 8, 5, 0, 2, 6, 12, 5, 2, 4, 5, 3, 3, 0, 8, 2, 8, 4, 7, 10, 7, 7, 8, 2, 0, 3, 6, 2, 0, 6, 3,  , 12, 11, 18, 12, 9, 398
C# major (7#), 0, 5, 0, 2, 2, 0, 2, 1, 6, 3, 3, 3, 2, 5, 0, 2, 2, 0, 2, 1, 6, 3, 3, 3, 2, 2, 3, 1, 3, 4, 5, 2, 0, 8, 7, 2, 3, 6, 2, 1, 0, 1, 2, 7, 3, 2, 2, 1, 1, 1, 1, 3, 0, 4, 2, 5, 5, 5, 3, 3, 1, 0, 2, 3, 0, 0, 0, 1,  , 12, 6, 10, 8, 4, 205
Ab minor (7b), 0, 7, 1, 2, 1, 2, 5, 4, 1, 1, 1, 2, 4, 7, 1, 2, 1, 2, 5, 4, 1, 1, 1, 2, 4, 4, 2, 2, 2, 3, 6, 5, 1, 7, 5, 5, 3, 5, 2, 3, 0, 2, 2, 9, 2, 1, 3, 3, 2, 2, 0, 3, 1, 5, 1, 4, 3, 3, 3, 7, 1, 0, 1, 2, 1, 0, 2, 2,  , 11, 8, 14, 6, 8, 229
A# minor (7#), 0, 4, 0, 3, 2, 0, 2, 0, 3, 4, 4, 5, 3, 4, 0, 3, 2, 0, 2, 0, 3, 4, 4, 5, 3, 0, 3, 2, 5, 6, 5, 2, 1, 8, 7, 0, 2, 6, 2, 3, 0, 3, 3, 6, 5, 2, 3, 2, 2, 2, 3, 5, 0, 2, 2, 5, 5, 7, 4, 2, 2, 0, 3, 3, 0, 0, 1, 2,  , 12, 8, 11, 8, 0, 225
Ab minor mel (7b), 0, 7, 1, 1, 0, 1, 4, 3, 1, 1, 1, 1, 3, 7, 1, 1, 0, 1, 4, 3, 1, 1, 1, 1, 3, 4, 2, 1, 1, 3, 5, 4, 1, 6, 6, 4, 2, 4, 1, 2, 0, 2, 1, 8, 1, 1, 2, 2, 1, 1, 1, 2, 1, 4, 1, 3, 2, 2, 2, 6, 1, 0, 0, 1, 1, 0, 1, 1,  , 12, 9, 13, 5, 7, 188
A# minor mel (7#), 0, 5, 1, 1, 0, 0, 3, 0, 3, 2, 2, 3, 3, 5, 1, 1, 0, 0, 3, 0, 3, 2, 2, 3, 3, 0, 1, 2, 3, 4, 6, 2, 1, 6, 5, 0, 2, 4, 0, 3, 0, 3, 1, 4, 3, 2, 4, 2, 2, 2, 3, 3, 0, 0, 0, 3, 3, 5, 2, 3, 2, 0, 1, 3, 0, 0, 1, 2,  , 10, 9, 9, 6, 0, 173
Cb major blues (7b), 1, 10, 2, 11, 4, 4, 7, 5, 9, 5, 5, 6, 5, 10, 2, 11, 4, 4, 7, 5, 9, 5, 5, 6, 5, 6, 6, 3, 7, 8, 9, 9, 4, 9, 11, 7, 9, 8, 10, 5, 1, 3, 8, 12, 7, 2, 4, 5, 4, 5, 3, 9, 2, 10, 5, 7, 10, 9, 9, 9, 3, 1, 5, 6, 3, 1, 8, 3,  , 14, 13, 19, 13, 9, 480
C# major blues (7#), 0, 7, 0, 3, 2, 0, 4, 2, 9, 4, 4, 4, 3, 7, 0, 3, 2, 0, 4, 2, 9, 4, 4, 4, 3, 3, 2, 2, 6, 4, 5, 4, 0, 6, 8, 3, 5, 7, 2, 2, 0, 2, 2, 9, 4, 2, 3, 2, 2, 2, 1, 5, 0, 5, 2, 7, 7, 6, 4, 5, 2, 0, 2, 5, 0, 0, 0, 2,  , 11, 9, 15, 9, 6, 274
Ab minor blues (7b), 0, 4, 0, 2, 1, 0, 2, 1, 6, 2, 2, 2, 2, 4, 0, 2, 1, 0, 2, 1, 6, 2, 2, 2, 2, 2, 1, 1, 4, 2, 3, 2, 0, 4, 5, 2, 3, 5, 1, 1, 0, 1, 1, 5, 2, 2, 2, 1, 1, 1, 1, 3, 0, 3, 1, 4, 4, 4, 2, 3, 1, 0, 1, 3, 0, 0, 0, 1,  , 8, 6, 10, 6, 4, 165
A# minor blues (7#), 0, 8, 0, 5, 3, 2, 5, 4, 8, 4, 4, 5, 4, 8, 0, 5, 3, 2, 5, 4, 8, 4, 4, 5, 4, 4, 3, 3, 7, 5, 7, 6, 1, 7, 8, 5, 7, 7, 4, 4, 0, 2, 4, 11, 5, 1, 4, 4, 3, 3, 0, 7, 1, 7, 3, 7, 9, 6, 6, 7, 2, 0, 3, 6, 1, 0, 2, 3,  , 11, 9, 17, 11, 8, 345
Cb dorian (7b), 0, 5, 0, 4, 2, 2, 3, 3, 5, 2, 2, 3, 3, 5, 0, 4, 2, 2, 3, 3, 5, 2, 2, 3, 3, 3, 2, 2, 5, 3, 5, 4, 1, 5, 5, 4, 5, 5, 3, 3, 0, 1, 3, 7, 3, 1, 3, 3, 2, 2, 0, 5, 1, 5, 2, 4, 6, 4, 4, 5, 1, 0, 2, 4, 1, 0, 2, 2,  , 8, 6, 12, 8, 6, 236
C# dorian (7#), 0, 8, 0, 4, 2, 1, 4, 3, 8, 4, 4, 4, 3, 8, 0, 4, 2, 1, 4, 3, 8, 4, 4, 4, 3, 4, 3, 2, 6, 5, 6, 5, 1, 6, 9, 4, 6, 6, 3, 3, 0, 2, 3, 10, 4, 1, 3, 3, 2, 2, 1, 6, 1, 6, 3, 6, 8, 5, 5, 6, 2, 0, 2, 5, 1, 0, 1, 2,  , 12, 10, 16, 10, 7, 304
Cb phrygian (7b), 0, 5, 0, 3, 1, 1, 2, 2, 5, 2, 2, 2, 2, 5, 0, 3, 1, 1, 2, 2, 5, 2, 2, 2, 2, 3, 2, 1, 4, 3, 4, 3, 1, 4, 6, 3, 4, 4, 2, 2, 0, 1, 2, 6, 2, 1, 2, 2, 1, 1, 1, 4, 1, 4, 2, 3, 5, 3, 3, 4, 1, 0, 1, 3, 1, 0, 1, 1,  , 9, 7, 11, 7, 5, 195
C# phrygian (7#), 1, 9, 1, 6, 3, 3, 6, 2, 9, 5, 5, 6, 5, 9, 1, 6, 3, 3, 6, 2, 9, 5, 5, 6, 5, 5, 4, 3, 7, 6, 8, 4, 2, 8, 9, 6, 8, 8, 5, 4, 1, 3, 5, 9, 6, 1, 4, 4, 4, 4, 1, 8, 1, 8, 4, 5, 9, 7, 7, 5, 2, 1, 4, 6, 2, 0, 3, 3,  , 9, 10, 18, 11, 6, 379
Cb lydian (7b), 1, 6, 1, 5, 2, 3, 4, 2, 6, 3, 3, 4, 4, 6, 1, 5, 2, 3, 4, 2, 6, 3, 3, 4, 4, 4, 3, 2, 5, 4, 6, 3, 2, 6, 6, 5, 6, 6, 4, 3, 1, 2, 4, 6, 4, 1, 3, 3, 3, 3, 1, 6, 1, 6, 3, 3, 6, 5, 5, 4, 1, 1, 3, 4, 2, 0, 3, 2,  , 7, 7, 13, 8, 5, 278
C# lydian (7#), 0, 9, 0, 9, 3, 3, 5, 5, 8, 4, 4, 5, 4, 9, 0, 9, 3, 3, 5, 5, 8, 4, 4, 5, 4, 5, 4, 3, 7, 6, 8, 8, 2, 7, 9, 6, 8, 7, 8, 5, 0, 2, 6, 12, 5, 2, 4, 5, 3, 3, 0, 8, 2, 8, 4, 7, 10, 7, 7, 8, 2, 0, 3, 6, 2, 0, 6, 3,  , 12, 11, 18, 12, 9, 398
Cb mixolydian (7b), 0, 5, 0, 2, 2, 0, 2, 1, 6, 3, 3, 3, 2, 5, 0, 2, 2, 0, 2, 1, 6, 3, 3, 3, 2, 2, 3, 1, 3, 4, 5, 2, 0, 8, 7, 2, 3, 6, 2, 1, 0, 1, 2, 7, 3, 2, 2, 1, 1, 1, 1, 3, 0, 4, 2, 5, 5, 5, 3, 3, 1, 0, 2, 3, 0, 0, 0, 1,  , 12, 6, 10, 8, 4, 205
C# mixolydian (7#), 0, 7, 1, 2, 1, 2, 5, 4, 1, 1, 1, 2, 4, 7, 1, 2, 1, 2, 5, 4, 1, 1, 1, 2, 4, 4, 2, 2, 2, 3, 6, 5, 1, 7, 5, 5, 3, 5, 2, 3, 0, 2, 2, 9, 2, 1, 3, 3, 2, 2, 0, 3, 1, 5, 1, 4, 3, 3, 3, 7, 1, 0, 1, 2, 1, 0, 2, 2,  , 11, 8, 14, 6, 8, 229
Cb aeolian (7b), 0, 4, 0, 3, 2, 0, 2, 0, 3, 4, 4, 5, 3, 4, 0, 3, 2, 0, 2, 0, 3, 4, 4, 5, 3, 0, 3, 2, 5, 6, 5, 2, 1, 8, 7, 0, 2, 6, 2, 3, 0, 3, 3, 6, 5, 2, 3, 2, 2, 2, 3, 5, 0, 2, 2, 5, 5, 7, 4, 2, 2, 0, 3, 3, 0, 0, 1, 2,  , 12, 8, 11, 8, 0, 225
C# aeolian (7#), 0, 7, 1, 1, 0, 1, 4, 3, 1, 1, 1, 1, 3, 7, 1, 1, 0, 1, 4, 3, 1, 1, 1, 1, 3, 4, 2, 1, 1, 3, 5, 4, 1, 6, 6, 4, 2, 4, 1, 2, 0, 2, 1, 8, 1, 1, 2, 2, 1, 1, 1, 2, 1, 4, 1, 3, 2, 2, 2, 6, 1, 0, 0, 1, 1, 0, 1, 1,  , 12, 9, 13, 5, 7, 188
Cb locrian (7b), 1, 8, 2, 11, 4, 4, 7, 3, 7, 3, 3, 4, 5, 8, 2, 11, 4, 4, 7, 3, 7, 3, 3, 4, 5, 6, 6, 1, 7, 8, 7, 7, 4, 9, 8, 7, 7, 8, 10, 3, 1, 1, 8, 8, 7, 2, 2, 3, 2, 5, 2, 7, 2, 10, 5, 3, 8, 9, 9, 7, 3, 1, 5, 4, 3, 1, 8, 1,  , 11, 10, 17, 13, 7, 406
C# locrian (7#), 1, 10, 2, 11, 4, 4, 7, 5, 9, 5, 5, 6, 5, 10, 2, 11, 4, 4, 7, 5, 9, 5, 5, 6, 5, 6, 6, 3, 7, 8, 9, 9, 4, 9, 11, 7, 9, 8, 10, 5, 1, 3, 8, 12, 7, 2, 4, 5, 4, 5, 3, 9, 2, 10, 5, 7, 10, 9, 9, 9, 3, 1, 5, 6, 3, 1, 8, 3,  , 14, 13, 19, 13, 9, 480
